"","X","Y","count","label"
"293",225,865,10,"r1"
"294",235,865,7,"r1"
"295",245,865,10,"r1"
"296",255,865,7,"r1"
"297",265,865,10,"r1"
"298",275,865,10,"r1"
"299",285,865,1,"r1"
"300",295,865,6,"r1"
"301",305,865,8,"r1"
"302",315,865,5,"r1"
"303",325,865,5,"r1"
"304",335,865,3,"r1"
"305",345,865,7,"r1"
"306",355,865,8,"r1"
"307",365,865,6,"r1"
"308",375,865,9,"r1"
"309",385,865,8,"r1"
"310",395,865,6,"r1"
"311",405,865,10,"r1"
"312",415,865,5,"r1"
"313",425,865,1,"r1"
"314",435,865,1,"r1"
"315",445,865,3,"r1"
"316",455,865,1,"r1"
"317",465,865,6,"r1"
"318",475,865,5,"r1"
"319",485,865,10,"r1"
"320",495,865,5,"r1"
"321",505,865,5,"r1"
"322",515,865,2,"r1"
"323",525,865,1,"r1"
"324",535,865,3,"r1"
"325",545,865,9,"r1"
"326",555,865,3,"r1"
"327",565,865,1,"r1"
"328",575,865,2,"r1"
"329",585,865,2,"r1"
"330",595,865,6,"r1"
"331",605,865,7,"r1"
"332",615,865,2,"r1"
"333",625,865,1,"r1"
"334",635,865,2,"r1"
"335",645,865,2,"r1"
"336",655,865,10,"r1"
"337",665,865,4,"r1"
"338",675,865,7,"r1"
"339",685,865,4,"r1"
"340",695,865,1,"r1"
"341",705,865,6,"r1"
"342",715,865,9,"r1"
"343",725,865,1,"r1"
"344",735,865,2,"r1"
"345",745,865,2,"r1"
"346",755,865,6,"r1"
"347",765,865,6,"r1"
"348",775,865,9,"r1"
"349",785,865,5,"r1"
"350",795,865,7,"r1"
"351",805,865,1,"r1"
"352",815,865,1,"r1"
"353",825,865,8,"r1"
"354",835,865,5,"r1"
"355",845,865,3,"r1"
"356",855,865,7,"r1"
"357",865,865,4,"r1"
"358",875,865,10,"r1"
"359",885,865,8,"r1"
"360",895,865,5,"r1"
"361",5,855,9,"r1"
"362",15,855,2,"r1"
"363",25,855,10,"r1"
"364",35,855,7,"r1"
"365",45,855,5,"r1"
"366",55,855,2,"r1"
"367",65,855,10,"r1"
"368",75,855,10,"r1"
"369",85,855,5,"r1"
"370",95,855,8,"r1"
"371",105,855,9,"r1"
"372",115,855,7,"r1"
"373",125,855,10,"r1"
"374",135,855,2,"r1"
"375",145,855,1,"r1"
"376",155,855,6,"r1"
"377",165,855,4,"r1"
"378",175,855,6,"r1"
"379",185,855,4,"r1"
"380",195,855,9,"r1"
"381",205,855,3,"r1"
"382",215,855,2,"r1"
"383",225,855,4,"r1"
"384",235,855,5,"r1"
"385",245,855,8,"r1"
"386",255,855,1,"r1"
"387",265,855,7,"r1"
"388",275,855,7,"r1"
"389",285,855,8,"r1"
"390",295,855,9,"r1"
"391",305,855,3,"r1"
"392",315,855,5,"r1"
"393",325,855,8,"r1"
"394",335,855,7,"r1"
"395",345,855,1,"r1"
"396",355,855,3,"r1"
"397",365,855,9,"r1"
"398",375,855,6,"r1"
"399",385,855,5,"r1"
"400",395,855,1,"r1"
"401",405,855,6,"r1"
"402",415,855,6,"r1"
"403",425,855,8,"r1"
"404",435,855,5,"r1"
"405",445,855,2,"r1"
"406",455,855,9,"r1"
"407",465,855,8,"r1"
"408",475,855,7,"r1"
"409",485,855,6,"r1"
"410",495,855,1,"r1"
"411",505,855,5,"r1"
"412",515,855,5,"r1"
"413",525,855,4,"r1"
"414",535,855,5,"r1"
"415",545,855,10,"r1"
"416",555,855,7,"r1"
"417",565,855,7,"r1"
"418",575,855,1,"r1"
"419",585,855,10,"r1"
"420",595,855,1,"r1"
"421",605,855,9,"r1"
"422",615,855,9,"r1"
"423",625,855,9,"r1"
"424",635,855,6,"r1"
"425",645,855,2,"r1"
"426",655,855,6,"r1"
"427",665,855,9,"r1"
"428",675,855,9,"r1"
"429",685,855,6,"r1"
"430",695,855,3,"r1"
"431",705,855,9,"r1"
"432",715,855,3,"r1"
"433",725,855,10,"r1"
"434",735,855,8,"r1"
"435",745,855,3,"r1"
"436",755,855,9,"r1"
"437",765,855,6,"r1"
"438",775,855,7,"r1"
"439",785,855,2,"r1"
"440",795,855,8,"r1"
"441",805,855,1,"r1"
"442",815,855,3,"r1"
"443",825,855,5,"r1"
"444",835,855,1,"r1"
"445",845,855,4,"r1"
"446",855,855,4,"r1"
"447",865,855,9,"r1"
"448",875,855,6,"r1"
"449",885,855,6,"r1"
"450",895,855,1,"r1"
"451",5,845,7,"r1"
"452",15,845,5,"r1"
"453",25,845,8,"r1"
"454",35,845,9,"r1"
"455",45,845,2,"r1"
"456",55,845,1,"r1"
"457",65,845,10,"r1"
"458",75,845,3,"r1"
"459",85,845,1,"r1"
"460",95,845,3,"r1"
"461",105,845,9,"r1"
"462",115,845,5,"r1"
"463",125,845,8,"r1"
"464",135,845,9,"r1"
"465",145,845,1,"r1"
"466",155,845,4,"r1"
"467",165,845,4,"r1"
"468",175,845,6,"r1"
"469",185,845,5,"r1"
"470",195,845,4,"r1"
"471",205,845,3,"r1"
"472",215,845,2,"r1"
"473",225,845,6,"r1"
"474",235,845,4,"r1"
"475",245,845,10,"r1"
"476",255,845,9,"r1"
"477",265,845,8,"r1"
"478",275,845,2,"r1"
"479",285,845,3,"r1"
"480",295,845,6,"r1"
"481",305,845,10,"r1"
"482",315,845,2,"r1"
"483",325,845,3,"r1"
"484",335,845,7,"r1"
"485",345,845,7,"r1"
"486",355,845,5,"r1"
"487",365,845,1,"r1"
"488",375,845,8,"r1"
"489",385,845,9,"r1"
"490",395,845,5,"r1"
"491",405,845,9,"r1"
"492",415,845,6,"r1"
"493",425,845,5,"r1"
"494",435,845,1,"r1"
"495",445,845,9,"r1"
"496",455,845,8,"r1"
"497",465,845,6,"r1"
"498",475,845,10,"r1"
"499",485,845,1,"r1"
"500",495,845,1,"r1"
"501",505,845,1,"r1"
"502",515,845,2,"r1"
"503",525,845,7,"r1"
"504",535,845,2,"r1"
"505",545,845,6,"r1"
"506",555,845,1,"r1"
"507",565,845,10,"r1"
"508",575,845,6,"r1"
"509",585,845,8,"r1"
"510",595,845,10,"r1"
"511",605,845,3,"r1"
"512",615,845,5,"r1"
"513",625,845,9,"r1"
"514",635,845,9,"r1"
"515",645,845,10,"r1"
"516",655,845,8,"r1"
"517",665,845,4,"r1"
"518",675,845,9,"r1"
"519",685,845,7,"r1"
"520",695,845,8,"r1"
"521",705,845,8,"r1"
"522",715,845,2,"r1"
"523",725,845,4,"r1"
"524",735,845,7,"r1"
"525",745,845,7,"r1"
"526",755,845,7,"r1"
"527",765,845,1,"r1"
"528",775,845,1,"r1"
"529",785,845,9,"r1"
"530",795,845,3,"r1"
"531",805,845,8,"r1"
"532",815,845,5,"r1"
"533",825,845,4,"r1"
"534",835,845,4,"r1"
"535",845,845,9,"r1"
"536",855,845,1,"r1"
"537",865,845,6,"r1"
"538",875,845,2,"r1"
"539",885,845,5,"r1"
"540",895,845,2,"r1"
"541",5,835,10,"r1"
"542",15,835,6,"r1"
"543",25,835,6,"r1"
"544",35,835,1,"r1"
"545",45,835,8,"r1"
"546",55,835,4,"r1"
"547",65,835,2,"r1"
"548",75,835,6,"r1"
"549",85,835,3,"r1"
"550",95,835,10,"r1"
"551",105,835,2,"r1"
"552",115,835,6,"r1"
"553",125,835,10,"r1"
"554",135,835,5,"r1"
"555",145,835,4,"r1"
"556",155,835,4,"r1"
"557",165,835,3,"r1"
"558",175,835,7,"r1"
"559",185,835,4,"r1"
"560",195,835,6,"r1"
"561",205,835,5,"r1"
"562",215,835,8,"r1"
"563",225,835,1,"r1"
"564",235,835,5,"r1"
"565",245,835,9,"r1"
"566",255,835,9,"r1"
"567",265,835,2,"r1"
"568",275,835,3,"r1"
"569",285,835,9,"r1"
"570",295,835,4,"r1"
"571",305,835,9,"r1"
"572",315,835,10,"r1"
"573",325,835,9,"r1"
"574",335,835,7,"r1"
"575",345,835,5,"r1"
"576",355,835,6,"r1"
"577",365,835,6,"r1"
"578",375,835,7,"r1"
"579",385,835,6,"r1"
"580",395,835,1,"r1"
"581",405,835,1,"r1"
"582",415,835,2,"r1"
"583",425,835,1,"r1"
"584",435,835,8,"r1"
"585",445,835,8,"r1"
"586",455,835,2,"r1"
"587",465,835,7,"r1"
"588",475,835,6,"r1"
"589",485,835,9,"r1"
"590",495,835,1,"r1"
"591",505,835,7,"r1"
"592",515,835,5,"r1"
"593",525,835,5,"r1"
"594",535,835,2,"r1"
"595",545,835,3,"r1"
"596",555,835,1,"r1"
"597",565,835,8,"r1"
"598",575,835,6,"r1"
"599",585,835,4,"r1"
"600",595,835,4,"r1"
"601",605,835,4,"r1"
"602",615,835,8,"r1"
"603",625,835,2,"r1"
"604",635,835,10,"r1"
"605",645,835,8,"r1"
"606",655,835,10,"r1"
"607",665,835,3,"r1"
"608",675,835,3,"r1"
"609",685,835,6,"r1"
"610",695,835,1,"r1"
"611",705,835,3,"r1"
"612",715,835,5,"r1"
"613",725,835,2,"r1"
"614",735,835,10,"r1"
"615",745,835,1,"r1"
"616",755,835,9,"r1"
"617",765,835,6,"r1"
"618",775,835,2,"r1"
"619",785,835,6,"r1"
"620",795,835,6,"r1"
"621",805,835,7,"r1"
"622",815,835,9,"r1"
"623",825,835,3,"r1"
"624",835,835,2,"r1"
"625",845,835,10,"r1"
"626",855,835,10,"r1"
"627",865,835,10,"r1"
"628",875,835,4,"r1"
"629",885,835,1,"r1"
"630",895,835,6,"r1"
"631",5,825,2,"r1"
"632",15,825,10,"r1"
"633",25,825,1,"r1"
"634",35,825,6,"r1"
"635",45,825,1,"r1"
"636",55,825,10,"r1"
"637",65,825,9,"r1"
"638",75,825,2,"r1"
"639",85,825,6,"r1"
"640",95,825,3,"r1"
"641",105,825,8,"r1"
"642",115,825,4,"r1"
"643",125,825,6,"r1"
"644",135,825,9,"r1"
"645",145,825,1,"r1"
"646",155,825,7,"r1"
"647",165,825,8,"r1"
"648",175,825,2,"r1"
"649",185,825,4,"r1"
"650",195,825,4,"r1"
"651",205,825,1,"r1"
"652",215,825,10,"r1"
"653",225,825,6,"r1"
"654",235,825,3,"r1"
"655",245,825,10,"r1"
"656",255,825,5,"r1"
"657",265,825,10,"r1"
"658",275,825,7,"r1"
"659",285,825,3,"r1"
"660",295,825,5,"r1"
"661",305,825,5,"r1"
"662",315,825,8,"r1"
"663",325,825,10,"r1"
"664",335,825,2,"r1"
"665",345,825,10,"r1"
"666",355,825,9,"r1"
"667",365,825,10,"r1"
"668",375,825,7,"r1"
"669",385,825,5,"r1"
"670",395,825,4,"r1"
"671",405,825,4,"r1"
"672",415,825,1,"r1"
"673",425,825,6,"r1"
"674",435,825,4,"r1"
"675",445,825,7,"r1"
"676",455,825,7,"r1"
"677",465,825,5,"r1"
"678",475,825,7,"r1"
"679",485,825,1,"r1"
"680",495,825,10,"r1"
"681",505,825,1,"r1"
"682",515,825,2,"r1"
"683",525,825,7,"r1"
"684",535,825,4,"r1"
"685",545,825,9,"r1"
"686",555,825,9,"r1"
"687",565,825,10,"r1"
"688",575,825,9,"r1"
"689",585,825,3,"r1"
"690",595,825,3,"r1"
"691",605,825,9,"r1"
"692",615,825,10,"r1"
"693",625,825,5,"r1"
"694",635,825,10,"r1"
"695",645,825,10,"r1"
"696",655,825,2,"r1"
"697",665,825,1,"r1"
"698",675,825,7,"r1"
"699",685,825,7,"r1"
"700",695,825,6,"r1"
"701",705,825,8,"r1"
"702",715,825,5,"r1"
"703",725,825,7,"r1"
"704",735,825,6,"r1"
"705",745,825,9,"r1"
"706",755,825,3,"r1"
"707",765,825,6,"r1"
"708",775,825,9,"r1"
"709",785,825,4,"r1"
"710",795,825,7,"r1"
"711",805,825,4,"r1"
"712",815,825,5,"r1"
"713",825,825,10,"r1"
"714",835,825,2,"r1"
"715",845,825,7,"r1"
"716",855,825,6,"r1"
"717",865,825,10,"r1"
"718",875,825,3,"r1"
"719",885,825,1,"r1"
"720",895,825,9,"r1"
"721",5,815,6,"r1"
"722",15,815,5,"r1"
"723",25,815,8,"r1"
"724",35,815,3,"r1"
"725",45,815,6,"r1"
"726",55,815,8,"r1"
"727",65,815,8,"r1"
"728",75,815,2,"r1"
"729",85,815,2,"r1"
"730",95,815,9,"r1"
"731",105,815,8,"r1"
"732",115,815,7,"r1"
"733",125,815,9,"r1"
"734",135,815,3,"r1"
"735",145,815,9,"r1"
"736",155,815,1,"r1"
"737",165,815,7,"r1"
"738",175,815,2,"r1"
"739",185,815,7,"r1"
"740",195,815,7,"r1"
"741",205,815,10,"r1"
"742",215,815,8,"r1"
"743",225,815,10,"r1"
"744",235,815,10,"r1"
"745",245,815,1,"r1"
"746",255,815,7,"r1"
"747",265,815,8,"r1"
"748",275,815,2,"r1"
"749",285,815,7,"r1"
"750",295,815,2,"r1"
"751",305,815,10,"r1"
"752",315,815,8,"r1"
"753",325,815,8,"r1"
"754",335,815,9,"r1"
"755",345,815,1,"r1"
"756",355,815,3,"r1"
"757",365,815,8,"r1"
"758",375,815,4,"r1"
"759",385,815,8,"r1"
"760",395,815,1,"r1"
"761",405,815,5,"r1"
"762",415,815,9,"r1"
"763",425,815,3,"r1"
"764",435,815,6,"r1"
"765",445,815,5,"r1"
"766",455,815,1,"r1"
"767",465,815,8,"r1"
"768",475,815,7,"r1"
"769",485,815,10,"r1"
"770",495,815,2,"r1"
"771",505,815,2,"r1"
"772",515,815,1,"r1"
"773",525,815,3,"r1"
"774",535,815,8,"r1"
"775",545,815,4,"r1"
"776",555,815,1,"r1"
"777",565,815,3,"r1"
"778",575,815,7,"r1"
"779",585,815,5,"r1"
"780",595,815,5,"r1"
"781",605,815,10,"r1"
"782",615,815,1,"r1"
"783",625,815,5,"r1"
"784",635,815,3,"r1"
"785",645,815,10,"r1"
"786",655,815,6,"r1"
"787",665,815,8,"r1"
"788",675,815,10,"r1"
"789",685,815,1,"r1"
"790",695,815,1,"r1"
"791",705,815,10,"r1"
"792",715,815,6,"r1"
"793",725,815,2,"r1"
"794",735,815,5,"r1"
"795",745,815,1,"r1"
"796",755,815,8,"r1"
"797",765,815,5,"r1"
"798",775,815,5,"r1"
"799",785,815,5,"r1"
"800",795,815,2,"r1"
"801",805,815,10,"r1"
"802",815,815,4,"r1"
"803",825,815,7,"r1"
"804",835,815,3,"r1"
"805",845,815,10,"r1"
"806",855,815,7,"r1"
"807",865,815,6,"r1"
"808",875,815,6,"r1"
"809",885,815,6,"r1"
"810",895,815,5,"r1"
"811",5,805,4,"r1"
"812",15,805,1,"r1"
"813",25,805,6,"r1"
"814",35,805,2,"r1"
"815",45,805,1,"r1"
"816",55,805,8,"r1"
"817",65,805,3,"r1"
"818",75,805,1,"r1"
"819",85,805,8,"r1"
"820",95,805,4,"r1"
"821",105,805,3,"r1"
"822",115,805,10,"r1"
"823",125,805,7,"r1"
"824",135,805,4,"r1"
"825",145,805,2,"r1"
"826",155,805,4,"r1"
"827",165,805,2,"r1"
"828",175,805,8,"r1"
"829",185,805,3,"r1"
"830",195,805,6,"r1"
"831",205,805,8,"r1"
"832",215,805,1,"r1"
"833",225,805,7,"r1"
"834",235,805,6,"r1"
"835",245,805,7,"r1"
"836",255,805,10,"r1"
"837",265,805,5,"r1"
"838",275,805,5,"r1"
"839",285,805,3,"r1"
"840",295,805,3,"r1"
"841",305,805,9,"r1"
"842",315,805,2,"r1"
"843",325,805,7,"r1"
"844",335,805,10,"r1"
"845",345,805,10,"r1"
"846",355,805,2,"r1"
"847",365,805,6,"r1"
"848",375,805,9,"r1"
"849",385,805,4,"r1"
"850",395,805,3,"r1"
"851",405,805,4,"r1"
"852",415,805,6,"r1"
"853",425,805,4,"r1"
"854",435,805,4,"r1"
"855",445,805,4,"r1"
"856",455,805,10,"r1"
"857",465,805,7,"r1"
"858",475,805,4,"r1"
"859",485,805,5,"r1"
"860",495,805,4,"r1"
"861",505,805,9,"r1"
"862",515,805,1,"r1"
"863",525,805,1,"r1"
"864",535,805,2,"r1"
"865",545,805,9,"r1"
"866",555,805,2,"r1"
"867",565,805,2,"r1"
"868",575,805,5,"r1"
"869",585,805,6,"r1"
"870",595,805,2,"r1"
"871",605,805,9,"r1"
"872",615,805,3,"r1"
"873",625,805,8,"r1"
"874",635,805,8,"r1"
"875",645,805,7,"r1"
"876",655,805,3,"r1"
"877",665,805,8,"r1"
"878",675,805,9,"r1"
"879",685,805,10,"r1"
"880",695,805,3,"r1"
"881",705,805,10,"r1"
"882",715,805,8,"r1"
"883",725,805,8,"r1"
"884",735,805,4,"r1"
"885",745,805,8,"r1"
"886",755,805,9,"r1"
"887",765,805,8,"r1"
"888",775,805,6,"r1"
"889",785,805,6,"r1"
"890",795,805,7,"r1"
"891",805,805,7,"r1"
"892",815,805,5,"r1"
"893",825,805,9,"r1"
"894",835,805,1,"r1"
"895",845,805,10,"r1"
"896",855,805,3,"r1"
"897",865,805,1,"r1"
"898",875,805,6,"r1"
"899",885,805,10,"r1"
"900",895,805,10,"r1"
"901",5,795,1,"r1"
"902",15,795,7,"r1"
"903",25,795,9,"r1"
"904",35,795,8,"r1"
"905",45,795,3,"r1"
"906",55,795,1,"r1"
"907",65,795,9,"r1"
"908",75,795,6,"r1"
"909",85,795,1,"r1"
"910",95,795,2,"r1"
"911",105,795,9,"r1"
"912",115,795,1,"r1"
"913",125,795,5,"r1"
"914",135,795,1,"r1"
"915",145,795,2,"r1"
"916",155,795,5,"r1"
"917",165,795,7,"r1"
"918",175,795,3,"r1"
"919",185,795,8,"r1"
"920",195,795,4,"r1"
"921",205,795,3,"r1"
"922",215,795,9,"r1"
"923",225,795,5,"r1"
"924",235,795,1,"r1"
"925",245,795,7,"r1"
"926",255,795,7,"r1"
"927",265,795,6,"r1"
"928",275,795,3,"r1"
"929",285,795,6,"r1"
"930",295,795,4,"r1"
"931",305,795,5,"r1"
"932",315,795,7,"r1"
"933",325,795,3,"r1"
"934",335,795,3,"r1"
"935",345,795,2,"r1"
"936",355,795,5,"r1"
"937",365,795,1,"r1"
"938",375,795,7,"r1"
"939",385,795,3,"r1"
"940",395,795,8,"r1"
"941",405,795,8,"r1"
"942",415,795,5,"r1"
"943",425,795,3,"r1"
"944",435,795,6,"r1"
"945",445,795,9,"r1"
"946",455,795,10,"r1"
"947",465,795,10,"r1"
"948",475,795,9,"r1"
"949",485,795,4,"r1"
"950",495,795,7,"r1"
"951",505,795,1,"r1"
"952",515,795,8,"r1"
"953",525,795,8,"r1"
"954",535,795,10,"r1"
"955",545,795,1,"r1"
"956",555,795,6,"r1"
"957",565,795,7,"r1"
"958",575,795,9,"r1"
"959",585,795,8,"r1"
"960",595,795,7,"r1"
"961",605,795,1,"r1"
"962",615,795,5,"r1"
"963",625,795,9,"r1"
"964",635,795,9,"r1"
"965",645,795,9,"r1"
"966",655,795,10,"r1"
"967",665,795,5,"r1"
"968",675,795,6,"r1"
"969",685,795,3,"r1"
"970",695,795,7,"r1"
"971",705,795,7,"r1"
"972",715,795,6,"r1"
"973",725,795,7,"r1"
"974",735,795,1,"r1"
"975",745,795,2,"r1"
"976",755,795,6,"r1"
"977",765,795,4,"r1"
"978",775,795,4,"r1"
"979",785,795,10,"r1"
"980",795,795,3,"r1"
"981",805,795,2,"r1"
"982",815,795,9,"r1"
"983",825,795,7,"r1"
"984",835,795,7,"r1"
"985",845,795,10,"r1"
"986",855,795,6,"r1"
"987",865,795,1,"r1"
"988",875,795,9,"r1"
"989",885,795,7,"r1"
"990",895,795,10,"r1"
"991",5,785,7,"r1"
"992",15,785,2,"r1"
"993",25,785,2,"r1"
"994",35,785,2,"r1"
"995",45,785,6,"r1"
"996",55,785,5,"r1"
"997",65,785,5,"r1"
"998",75,785,6,"r1"
