"","X","Y","count","label"
"298",275,865,3,"r2"
"299",285,865,8,"r2"
"300",295,865,7,"r2"
"301",305,865,5,"r2"
"302",315,865,6,"r2"
"303",325,865,10,"r2"
"304",335,865,2,"r2"
"305",345,865,4,"r2"
"306",355,865,4,"r2"
"307",365,865,3,"r2"
"308",375,865,7,"r2"
"309",385,865,6,"r2"
"310",395,865,8,"r2"
"311",405,865,9,"r2"
"312",415,865,6,"r2"
"313",425,865,3,"r2"
"314",435,865,5,"r2"
"315",445,865,3,"r2"
"316",455,865,10,"r2"
"317",465,865,4,"r2"
"318",475,865,1,"r2"
"319",485,865,8,"r2"
"320",495,865,3,"r2"
"321",505,865,3,"r2"
"322",515,865,3,"r2"
"323",525,865,2,"r2"
"324",535,865,9,"r2"
"325",545,865,6,"r2"
"326",555,865,7,"r2"
"327",565,865,2,"r2"
"328",575,865,7,"r2"
"329",585,865,3,"r2"
"330",595,865,1,"r2"
"331",605,865,3,"r2"
"332",615,865,7,"r2"
"333",625,865,3,"r2"
"334",635,865,2,"r2"
"335",645,865,6,"r2"
"336",655,865,8,"r2"
"337",665,865,1,"r2"
"338",675,865,6,"r2"
"339",685,865,1,"r2"
"340",695,865,5,"r2"
"341",705,865,2,"r2"
"342",715,865,1,"r2"
"343",725,865,1,"r2"
"344",735,865,2,"r2"
"345",745,865,9,"r2"
"346",755,865,1,"r2"
"347",765,865,2,"r2"
"348",775,865,5,"r2"
"349",785,865,3,"r2"
"350",795,865,9,"r2"
"351",805,865,6,"r2"
"352",815,865,8,"r2"
"353",825,865,7,"r2"
"354",835,865,2,"r2"
"355",845,865,6,"r2"
"356",855,865,10,"r2"
"357",865,865,10,"r2"
"358",875,865,3,"r2"
"359",885,865,4,"r2"
"360",895,865,7,"r2"
"361",5,855,4,"r2"
"362",15,855,7,"r2"
"363",25,855,10,"r2"
"364",35,855,1,"r2"
"365",45,855,5,"r2"
"366",55,855,3,"r2"
"367",65,855,10,"r2"
"368",75,855,9,"r2"
"369",85,855,6,"r2"
"370",95,855,10,"r2"
"371",105,855,5,"r2"
"372",115,855,7,"r2"
"373",125,855,6,"r2"
"374",135,855,4,"r2"
"375",145,855,2,"r2"
"376",155,855,2,"r2"
"377",165,855,3,"r2"
"378",175,855,8,"r2"
"379",185,855,4,"r2"
"380",195,855,5,"r2"
"381",205,855,10,"r2"
"382",215,855,7,"r2"
"383",225,855,4,"r2"
"384",235,855,1,"r2"
"385",245,855,5,"r2"
"386",255,855,7,"r2"
"387",265,855,5,"r2"
"388",275,855,6,"r2"
"389",285,855,5,"r2"
"390",295,855,1,"r2"
"391",305,855,5,"r2"
"392",315,855,8,"r2"
"393",325,855,8,"r2"
"394",335,855,1,"r2"
"395",345,855,1,"r2"
"396",355,855,9,"r2"
"397",365,855,9,"r2"
"398",375,855,7,"r2"
"399",385,855,7,"r2"
"400",395,855,2,"r2"
"401",405,855,7,"r2"
"402",415,855,7,"r2"
"403",425,855,8,"r2"
"404",435,855,5,"r2"
"405",445,855,5,"r2"
"406",455,855,6,"r2"
"407",465,855,7,"r2"
"408",475,855,10,"r2"
"409",485,855,1,"r2"
"410",495,855,8,"r2"
"411",505,855,1,"r2"
"412",515,855,1,"r2"
"413",525,855,6,"r2"
"414",535,855,3,"r2"
"415",545,855,8,"r2"
"416",555,855,6,"r2"
"417",565,855,3,"r2"
"418",575,855,6,"r2"
"419",585,855,2,"r2"
"420",595,855,2,"r2"
"421",605,855,6,"r2"
"422",615,855,8,"r2"
"423",625,855,10,"r2"
"424",635,855,9,"r2"
"425",645,855,9,"r2"
"426",655,855,10,"r2"
"427",665,855,1,"r2"
"428",675,855,7,"r2"
"429",685,855,6,"r2"
"430",695,855,10,"r2"
"431",705,855,1,"r2"
"432",715,855,5,"r2"
"433",725,855,1,"r2"
"434",735,855,8,"r2"
"435",745,855,2,"r2"
"436",755,855,5,"r2"
"437",765,855,6,"r2"
"438",775,855,6,"r2"
"439",785,855,9,"r2"
"440",795,855,5,"r2"
"441",805,855,6,"r2"
"442",815,855,3,"r2"
"443",825,855,7,"r2"
"444",835,855,7,"r2"
"445",845,855,3,"r2"
"446",855,855,1,"r2"
"447",865,855,8,"r2"
"448",875,855,9,"r2"
"449",885,855,6,"r2"
"450",895,855,10,"r2"
"451",5,845,8,"r2"
"452",15,845,9,"r2"
"453",25,845,3,"r2"
"454",35,845,3,"r2"
"455",45,845,2,"r2"
"456",55,845,4,"r2"
"457",65,845,5,"r2"
"458",75,845,10,"r2"
"459",85,845,5,"r2"
"460",95,845,5,"r2"
"461",105,845,5,"r2"
"462",115,845,2,"r2"
"463",125,845,10,"r2"
"464",135,845,3,"r2"
"465",145,845,9,"r2"
"466",155,845,6,"r2"
"467",165,845,2,"r2"
"468",175,845,10,"r2"
"469",185,845,1,"r2"
"470",195,845,9,"r2"
"471",205,845,6,"r2"
"472",215,845,2,"r2"
"473",225,845,10,"r2"
"474",235,845,4,"r2"
"475",245,845,7,"r2"
"476",255,845,3,"r2"
"477",265,845,7,"r2"
"478",275,845,10,"r2"
"479",285,845,8,"r2"
"480",295,845,3,"r2"
"481",305,845,9,"r2"
"482",315,845,8,"r2"
"483",325,845,4,"r2"
"484",335,845,5,"r2"
"485",345,845,10,"r2"
"486",355,845,5,"r2"
"487",365,845,2,"r2"
"488",375,845,4,"r2"
"489",385,845,9,"r2"
"490",395,845,2,"r2"
"491",405,845,9,"r2"
"492",415,845,7,"r2"
"493",425,845,4,"r2"
"494",435,845,8,"r2"
"495",445,845,9,"r2"
"496",455,845,3,"r2"
"497",465,845,1,"r2"
"498",475,845,4,"r2"
"499",485,845,5,"r2"
"500",495,845,1,"r2"
"501",505,845,1,"r2"
"502",515,845,9,"r2"
"503",525,845,1,"r2"
"504",535,845,8,"r2"
"505",545,845,7,"r2"
"506",555,845,2,"r2"
"507",565,845,7,"r2"
"508",575,845,1,"r2"
"509",585,845,5,"r2"
"510",595,845,6,"r2"
"511",605,845,10,"r2"
"512",615,845,4,"r2"
"513",625,845,2,"r2"
"514",635,845,4,"r2"
"515",645,845,7,"r2"
"516",655,845,3,"r2"
"517",665,845,9,"r2"
"518",675,845,3,"r2"
"519",685,845,5,"r2"
"520",695,845,10,"r2"
"521",705,845,4,"r2"
"522",715,845,1,"r2"
"523",725,845,7,"r2"
"524",735,845,2,"r2"
"525",745,845,5,"r2"
"526",755,845,5,"r2"
"527",765,845,8,"r2"
"528",775,845,6,"r2"
"529",785,845,3,"r2"
"530",795,845,9,"r2"
"531",805,845,4,"r2"
"532",815,845,7,"r2"
"533",825,845,2,"r2"
"534",835,845,7,"r2"
"535",845,845,5,"r2"
"536",855,845,5,"r2"
"537",865,845,9,"r2"
"538",875,845,10,"r2"
"539",885,845,8,"r2"
"540",895,845,2,"r2"
"541",5,835,8,"r2"
"542",15,835,7,"r2"
"543",25,835,4,"r2"
"544",35,835,1,"r2"
"545",45,835,10,"r2"
"546",55,835,2,"r2"
"547",65,835,2,"r2"
"548",75,835,6,"r2"
"549",85,835,3,"r2"
"550",95,835,10,"r2"
"551",105,835,10,"r2"
"552",115,835,9,"r2"
"553",125,835,9,"r2"
"554",135,835,10,"r2"
"555",145,835,5,"r2"
"556",155,835,9,"r2"
"557",165,835,10,"r2"
"558",175,835,8,"r2"
"559",185,835,1,"r2"
"560",195,835,4,"r2"
"561",205,835,10,"r2"
"562",215,835,5,"r2"
"563",225,835,3,"r2"
"564",235,835,5,"r2"
"565",245,835,5,"r2"
"566",255,835,4,"r2"
"567",265,835,9,"r2"
"568",275,835,3,"r2"
"569",285,835,4,"r2"
"570",295,835,2,"r2"
"571",305,835,5,"r2"
"572",315,835,6,"r2"
"573",325,835,8,"r2"
"574",335,835,5,"r2"
"575",345,835,3,"r2"
"576",355,835,3,"r2"
"577",365,835,5,"r2"
"578",375,835,4,"r2"
"579",385,835,8,"r2"
"580",395,835,5,"r2"
"581",405,835,2,"r2"
"582",415,835,6,"r2"
"583",425,835,9,"r2"
"584",435,835,10,"r2"
"585",445,835,10,"r2"
"586",455,835,9,"r2"
"587",465,835,8,"r2"
"588",475,835,3,"r2"
"589",485,835,8,"r2"
"590",495,835,8,"r2"
"591",505,835,8,"r2"
"592",515,835,6,"r2"
"593",525,835,6,"r2"
"594",535,835,8,"r2"
"595",545,835,4,"r2"
"596",555,835,5,"r2"
"597",565,835,10,"r2"
"598",575,835,7,"r2"
"599",585,835,3,"r2"
"600",595,835,10,"r2"
"601",605,835,8,"r2"
"602",615,835,6,"r2"
"603",625,835,5,"r2"
"604",635,835,9,"r2"
"605",645,835,1,"r2"
"606",655,835,8,"r2"
"607",665,835,1,"r2"
"608",675,835,6,"r2"
"609",685,835,7,"r2"
"610",695,835,4,"r2"
"611",705,835,10,"r2"
"612",715,835,1,"r2"
"613",725,835,2,"r2"
"614",735,835,7,"r2"
"615",745,835,7,"r2"
"616",755,835,1,"r2"
"617",765,835,2,"r2"
"618",775,835,3,"r2"
"619",785,835,6,"r2"
"620",795,835,7,"r2"
"621",805,835,1,"r2"
"622",815,835,9,"r2"
"623",825,835,4,"r2"
"624",835,835,8,"r2"
"625",845,835,7,"r2"
"626",855,835,5,"r2"
"627",865,835,3,"r2"
"628",875,835,9,"r2"
"629",885,835,3,"r2"
"630",895,835,4,"r2"
"631",5,825,8,"r2"
"632",15,825,4,"r2"
"633",25,825,8,"r2"
"634",35,825,9,"r2"
"635",45,825,10,"r2"
"636",55,825,6,"r2"
"637",65,825,5,"r2"
"638",75,825,4,"r2"
"639",85,825,6,"r2"
"640",95,825,3,"r2"
"641",105,825,8,"r2"
"642",115,825,1,"r2"
"643",125,825,3,"r2"
"644",135,825,8,"r2"
"645",145,825,8,"r2"
"646",155,825,5,"r2"
"647",165,825,10,"r2"
"648",175,825,7,"r2"
"649",185,825,7,"r2"
"650",195,825,2,"r2"
"651",205,825,5,"r2"
"652",215,825,7,"r2"
"653",225,825,1,"r2"
"654",235,825,1,"r2"
"655",245,825,2,"r2"
"656",255,825,7,"r2"
"657",265,825,10,"r2"
"658",275,825,9,"r2"
"659",285,825,6,"r2"
"660",295,825,1,"r2"
"661",305,825,5,"r2"
"662",315,825,1,"r2"
"663",325,825,6,"r2"
"664",335,825,9,"r2"
"665",345,825,5,"r2"
"666",355,825,6,"r2"
"667",365,825,6,"r2"
"668",375,825,2,"r2"
"669",385,825,6,"r2"
"670",395,825,3,"r2"
"671",405,825,10,"r2"
"672",415,825,9,"r2"
"673",425,825,3,"r2"
"674",435,825,4,"r2"
"675",445,825,6,"r2"
"676",455,825,3,"r2"
"677",465,825,1,"r2"
"678",475,825,7,"r2"
"679",485,825,6,"r2"
"680",495,825,10,"r2"
"681",505,825,2,"r2"
"682",515,825,2,"r2"
"683",525,825,2,"r2"
"684",535,825,9,"r2"
"685",545,825,4,"r2"
"686",555,825,5,"r2"
"687",565,825,1,"r2"
"688",575,825,3,"r2"
"689",585,825,6,"r2"
"690",595,825,3,"r2"
"691",605,825,4,"r2"
"692",615,825,7,"r2"
"693",625,825,6,"r2"
"694",635,825,5,"r2"
"695",645,825,7,"r2"
"696",655,825,5,"r2"
"697",665,825,1,"r2"
"698",675,825,3,"r2"
"699",685,825,6,"r2"
"700",695,825,9,"r2"
"701",705,825,3,"r2"
"702",715,825,5,"r2"
"703",725,825,1,"r2"
"704",735,825,8,"r2"
"705",745,825,5,"r2"
"706",755,825,7,"r2"
"707",765,825,10,"r2"
"708",775,825,9,"r2"
"709",785,825,3,"r2"
"710",795,825,10,"r2"
"711",805,825,5,"r2"
"712",815,825,4,"r2"
"713",825,825,4,"r2"
"714",835,825,3,"r2"
"715",845,825,2,"r2"
"716",855,825,1,"r2"
"717",865,825,7,"r2"
"718",875,825,3,"r2"
"719",885,825,4,"r2"
"720",895,825,1,"r2"
"721",5,815,10,"r2"
"722",15,815,2,"r2"
"723",25,815,7,"r2"
"724",35,815,10,"r2"
"725",45,815,4,"r2"
"726",55,815,8,"r2"
"727",65,815,2,"r2"
"728",75,815,9,"r2"
"729",85,815,3,"r2"
"730",95,815,8,"r2"
"731",105,815,7,"r2"
"732",115,815,10,"r2"
"733",125,815,6,"r2"
"734",135,815,3,"r2"
"735",145,815,3,"r2"
"736",155,815,1,"r2"
"737",165,815,9,"r2"
"738",175,815,4,"r2"
"739",185,815,1,"r2"
"740",195,815,2,"r2"
"741",205,815,4,"r2"
"742",215,815,4,"r2"
"743",225,815,3,"r2"
"744",235,815,5,"r2"
"745",245,815,1,"r2"
"746",255,815,10,"r2"
"747",265,815,7,"r2"
"748",275,815,10,"r2"
"749",285,815,4,"r2"
"750",295,815,1,"r2"
"751",305,815,9,"r2"
"752",315,815,3,"r2"
"753",325,815,10,"r2"
"754",335,815,9,"r2"
"755",345,815,7,"r2"
"756",355,815,8,"r2"
"757",365,815,3,"r2"
"758",375,815,8,"r2"
"759",385,815,8,"r2"
"760",395,815,8,"r2"
"761",405,815,8,"r2"
"762",415,815,7,"r2"
"763",425,815,10,"r2"
"764",435,815,5,"r2"
"765",445,815,5,"r2"
"766",455,815,9,"r2"
"767",465,815,10,"r2"
"768",475,815,1,"r2"
"769",485,815,2,"r2"
"770",495,815,2,"r2"
"771",505,815,1,"r2"
"772",515,815,1,"r2"
"773",525,815,8,"r2"
"774",535,815,6,"r2"
"775",545,815,1,"r2"
"776",555,815,2,"r2"
"777",565,815,2,"r2"
"778",575,815,10,"r2"
"779",585,815,2,"r2"
"780",595,815,1,"r2"
"781",605,815,1,"r2"
"782",615,815,2,"r2"
"783",625,815,1,"r2"
"784",635,815,2,"r2"
"785",645,815,10,"r2"
"786",655,815,3,"r2"
"787",665,815,8,"r2"
"788",675,815,6,"r2"
"789",685,815,7,"r2"
"790",695,815,1,"r2"
"791",705,815,4,"r2"
"792",715,815,9,"r2"
"793",725,815,5,"r2"
"794",735,815,10,"r2"
"795",745,815,7,"r2"
"796",755,815,3,"r2"
"797",765,815,8,"r2"
"798",775,815,6,"r2"
"799",785,815,9,"r2"
"800",795,815,6,"r2"
"801",805,815,4,"r2"
"802",815,815,9,"r2"
"803",825,815,4,"r2"
"804",835,815,3,"r2"
"805",845,815,3,"r2"
"806",855,815,6,"r2"
"807",865,815,3,"r2"
"808",875,815,2,"r2"
"809",885,815,1,"r2"
"810",895,815,6,"r2"
"811",5,805,8,"r2"
"812",15,805,8,"r2"
"813",25,805,6,"r2"
"814",35,805,10,"r2"
"815",45,805,7,"r2"
"816",55,805,9,"r2"
"817",65,805,1,"r2"
"818",75,805,9,"r2"
"819",85,805,6,"r2"
"820",95,805,8,"r2"
"821",105,805,9,"r2"
"822",115,805,7,"r2"
"823",125,805,9,"r2"
"824",135,805,5,"r2"
"825",145,805,2,"r2"
"826",155,805,4,"r2"
"827",165,805,2,"r2"
"828",175,805,8,"r2"
"829",185,805,2,"r2"
"830",195,805,9,"r2"
"831",205,805,9,"r2"
"832",215,805,10,"r2"
"833",225,805,8,"r2"
"834",235,805,5,"r2"
"835",245,805,4,"r2"
"836",255,805,7,"r2"
"837",265,805,1,"r2"
"838",275,805,7,"r2"
"839",285,805,10,"r2"
"840",295,805,4,"r2"
"841",305,805,4,"r2"
"842",315,805,3,"r2"
"843",325,805,5,"r2"
"844",335,805,2,"r2"
"845",345,805,4,"r2"
"846",355,805,9,"r2"
"847",365,805,5,"r2"
"848",375,805,1,"r2"
"849",385,805,1,"r2"
"850",395,805,4,"r2"
"851",405,805,9,"r2"
"852",415,805,2,"r2"
"853",425,805,6,"r2"
"854",435,805,6,"r2"
"855",445,805,1,"r2"
"856",455,805,10,"r2"
"857",465,805,9,"r2"
"858",475,805,10,"r2"
"859",485,805,9,"r2"
"860",495,805,6,"r2"
"861",505,805,2,"r2"
"862",515,805,10,"r2"
"863",525,805,10,"r2"
"864",535,805,1,"r2"
"865",545,805,7,"r2"
"866",555,805,9,"r2"
"867",565,805,7,"r2"
"868",575,805,1,"r2"
"869",585,805,5,"r2"
"870",595,805,7,"r2"
"871",605,805,5,"r2"
"872",615,805,8,"r2"
"873",625,805,4,"r2"
"874",635,805,8,"r2"
"875",645,805,9,"r2"
"876",655,805,9,"r2"
"877",665,805,8,"r2"
"878",675,805,4,"r2"
"879",685,805,4,"r2"
"880",695,805,8,"r2"
"881",705,805,2,"r2"
"882",715,805,7,"r2"
"883",725,805,5,"r2"
"884",735,805,8,"r2"
"885",745,805,1,"r2"
"886",755,805,5,"r2"
"887",765,805,6,"r2"
"888",775,805,2,"r2"
"889",785,805,8,"r2"
"890",795,805,6,"r2"
"891",805,805,5,"r2"
"892",815,805,7,"r2"
"893",825,805,3,"r2"
"894",835,805,8,"r2"
"895",845,805,10,"r2"
"896",855,805,10,"r2"
"897",865,805,1,"r2"
"898",875,805,5,"r2"
"899",885,805,1,"r2"
"900",895,805,2,"r2"
"901",5,795,3,"r2"
"902",15,795,5,"r2"
"903",25,795,6,"r2"
"904",35,795,1,"r2"
"905",45,795,9,"r2"
"906",55,795,8,"r2"
"907",65,795,10,"r2"
"908",75,795,6,"r2"
"909",85,795,7,"r2"
"910",95,795,7,"r2"
"911",105,795,8,"r2"
"912",115,795,6,"r2"
"913",125,795,10,"r2"
"914",135,795,4,"r2"
"915",145,795,9,"r2"
"916",155,795,7,"r2"
"917",165,795,8,"r2"
"918",175,795,10,"r2"
"919",185,795,9,"r2"
"920",195,795,2,"r2"
"921",205,795,4,"r2"
"922",215,795,2,"r2"
"923",225,795,4,"r2"
"924",235,795,6,"r2"
"925",245,795,4,"r2"
"926",255,795,2,"r2"
"927",265,795,3,"r2"
"928",275,795,3,"r2"
"929",285,795,1,"r2"
"930",295,795,2,"r2"
"931",305,795,4,"r2"
"932",315,795,10,"r2"
"933",325,795,8,"r2"
"934",335,795,5,"r2"
"935",345,795,3,"r2"
"936",355,795,4,"r2"
"937",365,795,6,"r2"
"938",375,795,2,"r2"
"939",385,795,6,"r2"
"940",395,795,3,"r2"
"941",405,795,7,"r2"
"942",415,795,10,"r2"
"943",425,795,5,"r2"
"944",435,795,6,"r2"
"945",445,795,5,"r2"
"946",455,795,10,"r2"
"947",465,795,3,"r2"
"948",475,795,7,"r2"
"949",485,795,10,"r2"
"950",495,795,3,"r2"
"951",505,795,7,"r2"
"952",515,795,8,"r2"
"953",525,795,9,"r2"
"954",535,795,10,"r2"
"955",545,795,8,"r2"
"956",555,795,10,"r2"
"957",565,795,8,"r2"
"958",575,795,6,"r2"
"959",585,795,3,"r2"
"960",595,795,8,"r2"
"961",605,795,10,"r2"
"962",615,795,4,"r2"
"963",625,795,9,"r2"
"964",635,795,9,"r2"
"965",645,795,7,"r2"
"966",655,795,8,"r2"
"967",665,795,8,"r2"
"968",675,795,2,"r2"
"969",685,795,4,"r2"
"970",695,795,3,"r2"
"971",705,795,5,"r2"
"972",715,795,8,"r2"
"973",725,795,9,"r2"
"974",735,795,6,"r2"
"975",745,795,1,"r2"
"976",755,795,3,"r2"
"977",765,795,8,"r2"
"978",775,795,4,"r2"
"979",785,795,5,"r2"
"980",795,795,1,"r2"
"981",805,795,4,"r2"
"982",815,795,10,"r2"
"983",825,795,2,"r2"
"984",835,795,3,"r2"
"985",845,795,8,"r2"
"986",855,795,7,"r2"
"987",865,795,9,"r2"
"988",875,795,6,"r2"
"989",885,795,9,"r2"
"990",895,795,4,"r2"
"991",5,785,8,"r2"
"992",15,785,9,"r2"
"993",25,785,3,"r2"
"994",35,785,9,"r2"
"995",45,785,8,"r2"
"996",55,785,7,"r2"
"997",65,785,5,"r2"
"998",75,785,8,"r2"
