"","X","Y","count","label"
"108",175,885,3,"r3"
"109",185,885,10,"r3"
"110",195,885,8,"r3"
"111",205,885,1,"r3"
"112",215,885,5,"r3"
"113",225,885,1,"r3"
"114",235,885,3,"r3"
"115",245,885,7,"r3"
"116",255,885,2,"r3"
"117",265,885,1,"r3"
"118",275,885,8,"r3"
"119",285,885,7,"r3"
"120",295,885,6,"r3"
"121",305,885,7,"r3"
"122",315,885,10,"r3"
"123",325,885,3,"r3"
"124",335,885,4,"r3"
"125",345,885,7,"r3"
"126",355,885,9,"r3"
"127",365,885,10,"r3"
"128",375,885,1,"r3"
"129",385,885,8,"r3"
"130",395,885,7,"r3"
"131",405,885,2,"r3"
"132",415,885,4,"r3"
"133",425,885,6,"r3"
"134",435,885,1,"r3"
"135",445,885,1,"r3"
"136",455,885,6,"r3"
"137",465,885,4,"r3"
"138",475,885,10,"r3"
"139",485,885,8,"r3"
"140",495,885,4,"r3"
"141",505,885,6,"r3"
"142",515,885,9,"r3"
"143",525,885,7,"r3"
"144",535,885,7,"r3"
"145",545,885,5,"r3"
"146",555,885,4,"r3"
"147",565,885,3,"r3"
"148",575,885,9,"r3"
"149",585,885,1,"r3"
"150",595,885,2,"r3"
"151",605,885,3,"r3"
"152",615,885,9,"r3"
"153",625,885,3,"r3"
"154",635,885,2,"r3"
"155",645,885,8,"r3"
"156",655,885,3,"r3"
"157",665,885,2,"r3"
"158",675,885,10,"r3"
"159",685,885,6,"r3"
"160",695,885,2,"r3"
"161",705,885,9,"r3"
"162",715,885,8,"r3"
"163",725,885,5,"r3"
"164",735,885,3,"r3"
"165",745,885,6,"r3"
"166",755,885,10,"r3"
"167",765,885,7,"r3"
"168",775,885,4,"r3"
"169",785,885,7,"r3"
"170",795,885,6,"r3"
"171",805,885,2,"r3"
"172",815,885,7,"r3"
"173",825,885,10,"r3"
"174",835,885,9,"r3"
"175",845,885,6,"r3"
"176",855,885,3,"r3"
"177",865,885,9,"r3"
"178",875,885,9,"r3"
"179",885,885,1,"r3"
"180",895,885,9,"r3"
"181",5,875,10,"r3"
"182",15,875,10,"r3"
"183",25,875,2,"r3"
"184",35,875,8,"r3"
"185",45,875,8,"r3"
"186",55,875,6,"r3"
"187",65,875,3,"r3"
"188",75,875,1,"r3"
"189",85,875,10,"r3"
"190",95,875,2,"r3"
"191",105,875,5,"r3"
"192",115,875,3,"r3"
"193",125,875,5,"r3"
"194",135,875,3,"r3"
"195",145,875,7,"r3"
"196",155,875,8,"r3"
"197",165,875,2,"r3"
"198",175,875,1,"r3"
"199",185,875,6,"r3"
"200",195,875,5,"r3"
"201",205,875,7,"r3"
"202",215,875,8,"r3"
"203",225,875,9,"r3"
"204",235,875,6,"r3"
"205",245,875,5,"r3"
"206",255,875,4,"r3"
"207",265,875,10,"r3"
"208",275,875,7,"r3"
"209",285,875,10,"r3"
"210",295,875,6,"r3"
"211",305,875,1,"r3"
"212",315,875,3,"r3"
"213",325,875,1,"r3"
"214",335,875,6,"r3"
"215",345,875,3,"r3"
"216",355,875,6,"r3"
"217",365,875,5,"r3"
"218",375,875,2,"r3"
"219",385,875,1,"r3"
"220",395,875,1,"r3"
"221",405,875,1,"r3"
"222",415,875,3,"r3"
"223",425,875,6,"r3"
"224",435,875,2,"r3"
"225",445,875,3,"r3"
"226",455,875,1,"r3"
"227",465,875,10,"r3"
"228",475,875,2,"r3"
"229",485,875,10,"r3"
"230",495,875,6,"r3"
"231",505,875,6,"r3"
"232",515,875,2,"r3"
"233",525,875,6,"r3"
"234",535,875,2,"r3"
"235",545,875,3,"r3"
"236",555,875,3,"r3"
"237",565,875,6,"r3"
"238",575,875,9,"r3"
"239",585,875,9,"r3"
"240",595,875,5,"r3"
"241",605,875,1,"r3"
"242",615,875,5,"r3"
"243",625,875,7,"r3"
"244",635,875,7,"r3"
"245",645,875,3,"r3"
"246",655,875,8,"r3"
"247",665,875,7,"r3"
"248",675,875,9,"r3"
"249",685,875,4,"r3"
"250",695,875,9,"r3"
"251",705,875,4,"r3"
"252",715,875,1,"r3"
"253",725,875,2,"r3"
"254",735,875,8,"r3"
"255",745,875,1,"r3"
"256",755,875,6,"r3"
"257",765,875,2,"r3"
"258",775,875,3,"r3"
"259",785,875,10,"r3"
"260",795,875,1,"r3"
"261",805,875,6,"r3"
"262",815,875,6,"r3"
"263",825,875,3,"r3"
"264",835,875,6,"r3"
"265",845,875,6,"r3"
"266",855,875,1,"r3"
"267",865,875,1,"r3"
"268",875,875,4,"r3"
"269",885,875,3,"r3"
"270",895,875,4,"r3"
"271",5,865,9,"r3"
"272",15,865,10,"r3"
"273",25,865,8,"r3"
"274",35,865,4,"r3"
"275",45,865,6,"r3"
"276",55,865,9,"r3"
"277",65,865,3,"r3"
"278",75,865,6,"r3"
"279",85,865,5,"r3"
"280",95,865,1,"r3"
"281",105,865,9,"r3"
"282",115,865,4,"r3"
"283",125,865,1,"r3"
"284",135,865,4,"r3"
"285",145,865,4,"r3"
"286",155,865,3,"r3"
"287",165,865,4,"r3"
"288",175,865,4,"r3"
"289",185,865,5,"r3"
"290",195,865,3,"r3"
"291",205,865,3,"r3"
"292",215,865,6,"r3"
"293",225,865,2,"r3"
"294",235,865,5,"r3"
"295",245,865,3,"r3"
"296",255,865,4,"r3"
"297",265,865,7,"r3"
"298",275,865,1,"r3"
"299",285,865,6,"r3"
"300",295,865,3,"r3"
"301",305,865,6,"r3"
"302",315,865,9,"r3"
"303",325,865,8,"r3"
"304",335,865,2,"r3"
"305",345,865,10,"r3"
"306",355,865,9,"r3"
"307",365,865,4,"r3"
"308",375,865,5,"r3"
"309",385,865,6,"r3"
"310",395,865,7,"r3"
"311",405,865,1,"r3"
"312",415,865,2,"r3"
"313",425,865,7,"r3"
"314",435,865,5,"r3"
"315",445,865,10,"r3"
"316",455,865,2,"r3"
"317",465,865,8,"r3"
"318",475,865,6,"r3"
"319",485,865,5,"r3"
"320",495,865,4,"r3"
"321",505,865,7,"r3"
"322",515,865,3,"r3"
"323",525,865,8,"r3"
"324",535,865,10,"r3"
"325",545,865,1,"r3"
"326",555,865,10,"r3"
"327",565,865,9,"r3"
"328",575,865,1,"r3"
"329",585,865,4,"r3"
"330",595,865,2,"r3"
"331",605,865,6,"r3"
"332",615,865,7,"r3"
"333",625,865,2,"r3"
"334",635,865,3,"r3"
"335",645,865,5,"r3"
"336",655,865,4,"r3"
"337",665,865,10,"r3"
"338",675,865,8,"r3"
"339",685,865,4,"r3"
"340",695,865,10,"r3"
"341",705,865,2,"r3"
"342",715,865,7,"r3"
"343",725,865,7,"r3"
"344",735,865,6,"r3"
"345",745,865,9,"r3"
"346",755,865,7,"r3"
"347",765,865,9,"r3"
"348",775,865,5,"r3"
"349",785,865,5,"r3"
"350",795,865,6,"r3"
"351",805,865,3,"r3"
"352",815,865,3,"r3"
"353",825,865,3,"r3"
"354",835,865,4,"r3"
"355",845,865,4,"r3"
"356",855,865,4,"r3"
"357",865,865,4,"r3"
"358",875,865,8,"r3"
"359",885,865,1,"r3"
"360",895,865,4,"r3"
"361",5,855,5,"r3"
"362",15,855,3,"r3"
"363",25,855,3,"r3"
"364",35,855,7,"r3"
"365",45,855,1,"r3"
"366",55,855,7,"r3"
"367",65,855,8,"r3"
"368",75,855,7,"r3"
"369",85,855,10,"r3"
"370",95,855,5,"r3"
"371",105,855,8,"r3"
"372",115,855,9,"r3"
"373",125,855,8,"r3"
"374",135,855,6,"r3"
"375",145,855,2,"r3"
"376",155,855,2,"r3"
"377",165,855,10,"r3"
"378",175,855,6,"r3"
"379",185,855,8,"r3"
"380",195,855,7,"r3"
"381",205,855,1,"r3"
"382",215,855,2,"r3"
"383",225,855,4,"r3"
"384",235,855,6,"r3"
"385",245,855,1,"r3"
"386",255,855,2,"r3"
"387",265,855,7,"r3"
"388",275,855,9,"r3"
"389",285,855,5,"r3"
"390",295,855,9,"r3"
"391",305,855,2,"r3"
"392",315,855,4,"r3"
"393",325,855,8,"r3"
"394",335,855,10,"r3"
"395",345,855,4,"r3"
"396",355,855,7,"r3"
"397",365,855,2,"r3"
"398",375,855,3,"r3"
"399",385,855,2,"r3"
"400",395,855,7,"r3"
"401",405,855,7,"r3"
"402",415,855,4,"r3"
"403",425,855,4,"r3"
"404",435,855,1,"r3"
"405",445,855,10,"r3"
"406",455,855,8,"r3"
"407",465,855,8,"r3"
"408",475,855,6,"r3"
"409",485,855,4,"r3"
"410",495,855,4,"r3"
"411",505,855,5,"r3"
"412",515,855,9,"r3"
"413",525,855,4,"r3"
"414",535,855,7,"r3"
"415",545,855,10,"r3"
"416",555,855,6,"r3"
"417",565,855,7,"r3"
"418",575,855,6,"r3"
"419",585,855,5,"r3"
"420",595,855,10,"r3"
"421",605,855,8,"r3"
"422",615,855,7,"r3"
"423",625,855,6,"r3"
"424",635,855,5,"r3"
"425",645,855,1,"r3"
"426",655,855,7,"r3"
"427",665,855,4,"r3"
"428",675,855,8,"r3"
"429",685,855,5,"r3"
"430",695,855,6,"r3"
"431",705,855,2,"r3"
"432",715,855,2,"r3"
"433",725,855,5,"r3"
"434",735,855,9,"r3"
"435",745,855,4,"r3"
"436",755,855,2,"r3"
"437",765,855,7,"r3"
"438",775,855,6,"r3"
"439",785,855,5,"r3"
"440",795,855,10,"r3"
"441",805,855,2,"r3"
"442",815,855,6,"r3"
"443",825,855,10,"r3"
"444",835,855,4,"r3"
"445",845,855,3,"r3"
"446",855,855,7,"r3"
"447",865,855,6,"r3"
"448",875,855,7,"r3"
"449",885,855,10,"r3"
"450",895,855,7,"r3"
"451",5,845,3,"r3"
"452",15,845,1,"r3"
"453",25,845,10,"r3"
"454",35,845,10,"r3"
"455",45,845,9,"r3"
"456",55,845,5,"r3"
"457",65,845,6,"r3"
"458",75,845,6,"r3"
"459",85,845,2,"r3"
"460",95,845,7,"r3"
"461",105,845,10,"r3"
"462",115,845,10,"r3"
"463",125,845,2,"r3"
"464",135,845,7,"r3"
"465",145,845,8,"r3"
"466",155,845,3,"r3"
"467",165,845,1,"r3"
"468",175,845,10,"r3"
"469",185,845,8,"r3"
"470",195,845,2,"r3"
"471",205,845,2,"r3"
"472",215,845,10,"r3"
"473",225,845,5,"r3"
"474",235,845,1,"r3"
"475",245,845,2,"r3"
"476",255,845,1,"r3"
"477",265,845,5,"r3"
"478",275,845,8,"r3"
"479",285,845,7,"r3"
"480",295,845,4,"r3"
"481",305,845,9,"r3"
"482",315,845,1,"r3"
"483",325,845,5,"r3"
"484",335,845,7,"r3"
"485",345,845,6,"r3"
"486",355,845,5,"r3"
"487",365,845,10,"r3"
"488",375,845,7,"r3"
"489",385,845,9,"r3"
"490",395,845,8,"r3"
"491",405,845,7,"r3"
"492",415,845,10,"r3"
"493",425,845,4,"r3"
"494",435,845,6,"r3"
"495",445,845,8,"r3"
"496",455,845,3,"r3"
"497",465,845,2,"r3"
"498",475,845,8,"r3"
"499",485,845,4,"r3"
"500",495,845,2,"r3"
"501",505,845,7,"r3"
"502",515,845,1,"r3"
"503",525,845,7,"r3"
"504",535,845,2,"r3"
"505",545,845,10,"r3"
"506",555,845,8,"r3"
"507",565,845,4,"r3"
"508",575,845,2,"r3"
"509",585,845,1,"r3"
"510",595,845,10,"r3"
"511",605,845,3,"r3"
"512",615,845,8,"r3"
"513",625,845,5,"r3"
"514",635,845,6,"r3"
"515",645,845,1,"r3"
"516",655,845,9,"r3"
"517",665,845,7,"r3"
"518",675,845,10,"r3"
"519",685,845,8,"r3"
"520",695,845,2,"r3"
"521",705,845,3,"r3"
"522",715,845,4,"r3"
"523",725,845,5,"r3"
"524",735,845,6,"r3"
"525",745,845,10,"r3"
"526",755,845,6,"r3"
"527",765,845,9,"r3"
"528",775,845,5,"r3"
"529",785,845,4,"r3"
"530",795,845,8,"r3"
"531",805,845,3,"r3"
"532",815,845,9,"r3"
"533",825,845,2,"r3"
"534",835,845,4,"r3"
"535",845,845,1,"r3"
"536",855,845,2,"r3"
"537",865,845,8,"r3"
"538",875,845,9,"r3"
"539",885,845,7,"r3"
"540",895,845,3,"r3"
"541",5,835,1,"r3"
"542",15,835,4,"r3"
"543",25,835,5,"r3"
"544",35,835,9,"r3"
"545",45,835,6,"r3"
"546",55,835,5,"r3"
"547",65,835,3,"r3"
"548",75,835,2,"r3"
"549",85,835,1,"r3"
"550",95,835,6,"r3"
"551",105,835,1,"r3"
"552",115,835,7,"r3"
"553",125,835,2,"r3"
"554",135,835,7,"r3"
"555",145,835,3,"r3"
"556",155,835,4,"r3"
"557",165,835,7,"r3"
"558",175,835,4,"r3"
"559",185,835,1,"r3"
"560",195,835,7,"r3"
"561",205,835,10,"r3"
"562",215,835,1,"r3"
"563",225,835,3,"r3"
"564",235,835,10,"r3"
"565",245,835,1,"r3"
"566",255,835,8,"r3"
"567",265,835,1,"r3"
"568",275,835,3,"r3"
"569",285,835,3,"r3"
"570",295,835,6,"r3"
"571",305,835,3,"r3"
"572",315,835,8,"r3"
"573",325,835,7,"r3"
"574",335,835,4,"r3"
"575",345,835,10,"r3"
"576",355,835,10,"r3"
"577",365,835,4,"r3"
"578",375,835,1,"r3"
"579",385,835,9,"r3"
"580",395,835,6,"r3"
"581",405,835,10,"r3"
"582",415,835,7,"r3"
"583",425,835,9,"r3"
"584",435,835,6,"r3"
"585",445,835,6,"r3"
"586",455,835,4,"r3"
"587",465,835,10,"r3"
"588",475,835,6,"r3"
"589",485,835,4,"r3"
"590",495,835,7,"r3"
"591",505,835,3,"r3"
"592",515,835,5,"r3"
"593",525,835,7,"r3"
"594",535,835,10,"r3"
"595",545,835,4,"r3"
"596",555,835,1,"r3"
"597",565,835,8,"r3"
"598",575,835,10,"r3"
"599",585,835,1,"r3"
"600",595,835,2,"r3"
"601",605,835,5,"r3"
"602",615,835,4,"r3"
"603",625,835,9,"r3"
"604",635,835,5,"r3"
"605",645,835,7,"r3"
"606",655,835,6,"r3"
"607",665,835,7,"r3"
"608",675,835,3,"r3"
"609",685,835,4,"r3"
"610",695,835,10,"r3"
"611",705,835,6,"r3"
"612",715,835,9,"r3"
"613",725,835,10,"r3"
"614",735,835,3,"r3"
"615",745,835,1,"r3"
"616",755,835,5,"r3"
"617",765,835,4,"r3"
"618",775,835,6,"r3"
"619",785,835,7,"r3"
"620",795,835,6,"r3"
"621",805,835,3,"r3"
"622",815,835,4,"r3"
"623",825,835,9,"r3"
"624",835,835,3,"r3"
"625",845,835,7,"r3"
"626",855,835,2,"r3"
"627",865,835,2,"r3"
"628",875,835,8,"r3"
"629",885,835,8,"r3"
"630",895,835,2,"r3"
"631",5,825,5,"r3"
"632",15,825,9,"r3"
"633",25,825,1,"r3"
"634",35,825,2,"r3"
"635",45,825,8,"r3"
"636",55,825,7,"r3"
"637",65,825,2,"r3"
"638",75,825,9,"r3"
"639",85,825,6,"r3"
"640",95,825,9,"r3"
"641",105,825,9,"r3"
"642",115,825,9,"r3"
"643",125,825,5,"r3"
"644",135,825,5,"r3"
"645",145,825,6,"r3"
"646",155,825,10,"r3"
"647",165,825,5,"r3"
"648",175,825,7,"r3"
"649",185,825,6,"r3"
"650",195,825,10,"r3"
"651",205,825,1,"r3"
"652",215,825,5,"r3"
"653",225,825,7,"r3"
"654",235,825,4,"r3"
"655",245,825,3,"r3"
"656",255,825,2,"r3"
"657",265,825,3,"r3"
"658",275,825,7,"r3"
"659",285,825,1,"r3"
"660",295,825,7,"r3"
"661",305,825,4,"r3"
"662",315,825,6,"r3"
"663",325,825,3,"r3"
"664",335,825,10,"r3"
"665",345,825,4,"r3"
"666",355,825,9,"r3"
"667",365,825,9,"r3"
"668",375,825,8,"r3"
"669",385,825,10,"r3"
"670",395,825,6,"r3"
"671",405,825,4,"r3"
"672",415,825,9,"r3"
"673",425,825,1,"r3"
"674",435,825,8,"r3"
"675",445,825,3,"r3"
"676",455,825,8,"r3"
"677",465,825,5,"r3"
"678",475,825,3,"r3"
"679",485,825,6,"r3"
"680",495,825,4,"r3"
"681",505,825,8,"r3"
"682",515,825,8,"r3"
"683",525,825,4,"r3"
"684",535,825,3,"r3"
"685",545,825,3,"r3"
"686",555,825,10,"r3"
"687",565,825,1,"r3"
"688",575,825,2,"r3"
"689",585,825,8,"r3"
"690",595,825,4,"r3"
"691",605,825,4,"r3"
"692",615,825,9,"r3"
"693",625,825,9,"r3"
"694",635,825,10,"r3"
"695",645,825,10,"r3"
"696",655,825,5,"r3"
"697",665,825,9,"r3"
"698",675,825,10,"r3"
"699",685,825,4,"r3"
"700",695,825,3,"r3"
"701",705,825,5,"r3"
"702",715,825,6,"r3"
"703",725,825,10,"r3"
"704",735,825,9,"r3"
"705",745,825,4,"r3"
"706",755,825,9,"r3"
"707",765,825,5,"r3"
"708",775,825,4,"r3"
"709",785,825,6,"r3"
"710",795,825,9,"r3"
"711",805,825,10,"r3"
"712",815,825,6,"r3"
"713",825,825,10,"r3"
"714",835,825,10,"r3"
"715",845,825,5,"r3"
"716",855,825,7,"r3"
"717",865,825,8,"r3"
"718",875,825,7,"r3"
"719",885,825,10,"r3"
"720",895,825,2,"r3"
"721",5,815,6,"r3"
"722",15,815,4,"r3"
"723",25,815,9,"r3"
"724",35,815,7,"r3"
"725",45,815,10,"r3"
"726",55,815,8,"r3"
"727",65,815,8,"r3"
"728",75,815,7,"r3"
"729",85,815,2,"r3"
"730",95,815,8,"r3"
"731",105,815,8,"r3"
"732",115,815,1,"r3"
"733",125,815,7,"r3"
"734",135,815,7,"r3"
"735",145,815,9,"r3"
"736",155,815,5,"r3"
"737",165,815,4,"r3"
"738",175,815,7,"r3"
"739",185,815,2,"r3"
"740",195,815,9,"r3"
"741",205,815,6,"r3"
"742",215,815,9,"r3"
"743",225,815,4,"r3"
"744",235,815,6,"r3"
"745",245,815,3,"r3"
"746",255,815,4,"r3"
"747",265,815,8,"r3"
"748",275,815,2,"r3"
"749",285,815,8,"r3"
"750",295,815,9,"r3"
"751",305,815,7,"r3"
"752",315,815,6,"r3"
"753",325,815,9,"r3"
"754",335,815,3,"r3"
"755",345,815,1,"r3"
"756",355,815,7,"r3"
"757",365,815,8,"r3"
"758",375,815,7,"r3"
"759",385,815,2,"r3"
"760",395,815,6,"r3"
"761",405,815,1,"r3"
"762",415,815,1,"r3"
"763",425,815,8,"r3"
"764",435,815,8,"r3"
"765",445,815,5,"r3"
"766",455,815,8,"r3"
"767",465,815,10,"r3"
"768",475,815,2,"r3"
"769",485,815,8,"r3"
"770",495,815,4,"r3"
"771",505,815,8,"r3"
"772",515,815,4,"r3"
"773",525,815,5,"r3"
"774",535,815,2,"r3"
"775",545,815,8,"r3"
"776",555,815,4,"r3"
"777",565,815,6,"r3"
"778",575,815,1,"r3"
"779",585,815,7,"r3"
"780",595,815,4,"r3"
"781",605,815,3,"r3"
"782",615,815,8,"r3"
"783",625,815,7,"r3"
"784",635,815,4,"r3"
"785",645,815,5,"r3"
"786",655,815,7,"r3"
"787",665,815,1,"r3"
"788",675,815,8,"r3"
"789",685,815,6,"r3"
"790",695,815,4,"r3"
"791",705,815,6,"r3"
"792",715,815,5,"r3"
"793",725,815,1,"r3"
"794",735,815,10,"r3"
"795",745,815,2,"r3"
"796",755,815,3,"r3"
"797",765,815,1,"r3"
"798",775,815,9,"r3"
"799",785,815,1,"r3"
"800",795,815,5,"r3"
"801",805,815,10,"r3"
"802",815,815,9,"r3"
"803",825,815,10,"r3"
"804",835,815,4,"r3"
"805",845,815,7,"r3"
"806",855,815,9,"r3"
"807",865,815,4,"r3"
"808",875,815,9,"r3"
"809",885,815,1,"r3"
"810",895,815,4,"r3"
"811",5,805,10,"r3"
"812",15,805,10,"r3"
"813",25,805,2,"r3"
"814",35,805,2,"r3"
"815",45,805,7,"r3"
"816",55,805,10,"r3"
"817",65,805,7,"r3"
"818",75,805,9,"r3"
"819",85,805,5,"r3"
"820",95,805,7,"r3"
"821",105,805,2,"r3"
"822",115,805,9,"r3"
"823",125,805,9,"r3"
"824",135,805,1,"r3"
"825",145,805,9,"r3"
"826",155,805,9,"r3"
"827",165,805,9,"r3"
"828",175,805,9,"r3"
"829",185,805,8,"r3"
"830",195,805,2,"r3"
"831",205,805,8,"r3"
"832",215,805,7,"r3"
"833",225,805,1,"r3"
"834",235,805,4,"r3"
"835",245,805,5,"r3"
"836",255,805,8,"r3"
"837",265,805,3,"r3"
"838",275,805,10,"r3"
"839",285,805,10,"r3"
"840",295,805,4,"r3"
"841",305,805,8,"r3"
"842",315,805,3,"r3"
"843",325,805,1,"r3"
"844",335,805,9,"r3"
"845",345,805,5,"r3"
"846",355,805,3,"r3"
"847",365,805,7,"r3"
"848",375,805,8,"r3"
"849",385,805,10,"r3"
"850",395,805,2,"r3"
"851",405,805,2,"r3"
"852",415,805,1,"r3"
"853",425,805,2,"r3"
"854",435,805,1,"r3"
"855",445,805,7,"r3"
"856",455,805,8,"r3"
"857",465,805,9,"r3"
"858",475,805,5,"r3"
"859",485,805,3,"r3"
"860",495,805,10,"r3"
"861",505,805,3,"r3"
"862",515,805,3,"r3"
"863",525,805,10,"r3"
"864",535,805,8,"r3"
"865",545,805,2,"r3"
"866",555,805,4,"r3"
"867",565,805,7,"r3"
"868",575,805,9,"r3"
"869",585,805,7,"r3"
"870",595,805,1,"r3"
"871",605,805,8,"r3"
"872",615,805,2,"r3"
"873",625,805,9,"r3"
"874",635,805,10,"r3"
"875",645,805,8,"r3"
"876",655,805,2,"r3"
"877",665,805,7,"r3"
"878",675,805,9,"r3"
"879",685,805,9,"r3"
"880",695,805,7,"r3"
"881",705,805,6,"r3"
"882",715,805,10,"r3"
"883",725,805,1,"r3"
"884",735,805,8,"r3"
"885",745,805,7,"r3"
"886",755,805,10,"r3"
"887",765,805,10,"r3"
"888",775,805,4,"r3"
"889",785,805,8,"r3"
"890",795,805,7,"r3"
"891",805,805,5,"r3"
"892",815,805,4,"r3"
"893",825,805,8,"r3"
"894",835,805,10,"r3"
"895",845,805,10,"r3"
"896",855,805,9,"r3"
"897",865,805,7,"r3"
"898",875,805,10,"r3"
"899",885,805,6,"r3"
"900",895,805,7,"r3"
"901",5,795,8,"r3"
"902",15,795,9,"r3"
"903",25,795,10,"r3"
"904",35,795,5,"r3"
"905",45,795,7,"r3"
"906",55,795,8,"r3"
"907",65,795,7,"r3"
"908",75,795,3,"r3"
"909",85,795,9,"r3"
"910",95,795,9,"r3"
"911",105,795,2,"r3"
"912",115,795,6,"r3"
"913",125,795,5,"r3"
"914",135,795,6,"r3"
"915",145,795,10,"r3"
"916",155,795,4,"r3"
"917",165,795,6,"r3"
"918",175,795,4,"r3"
"919",185,795,1,"r3"
"920",195,795,8,"r3"
"921",205,795,7,"r3"
"922",215,795,3,"r3"
"923",225,795,10,"r3"
"924",235,795,4,"r3"
"925",245,795,4,"r3"
"926",255,795,4,"r3"
"927",265,795,3,"r3"
"928",275,795,9,"r3"
"929",285,795,5,"r3"
"930",295,795,9,"r3"
"931",305,795,5,"r3"
"932",315,795,10,"r3"
"933",325,795,9,"r3"
"934",335,795,8,"r3"
"935",345,795,5,"r3"
"936",355,795,9,"r3"
"937",365,795,4,"r3"
"938",375,795,4,"r3"
"939",385,795,8,"r3"
"940",395,795,5,"r3"
"941",405,795,8,"r3"
"942",415,795,3,"r3"
"943",425,795,10,"r3"
"944",435,795,8,"r3"
"945",445,795,7,"r3"
"946",455,795,8,"r3"
"947",465,795,7,"r3"
"948",475,795,6,"r3"
"949",485,795,9,"r3"
"950",495,795,10,"r3"
"951",505,795,6,"r3"
"952",515,795,10,"r3"
"953",525,795,1,"r3"
"954",535,795,2,"r3"
"955",545,795,5,"r3"
"956",555,795,9,"r3"
"957",565,795,7,"r3"
"958",575,795,5,"r3"
"959",585,795,8,"r3"
"960",595,795,4,"r3"
"961",605,795,7,"r3"
"962",615,795,4,"r3"
"963",625,795,7,"r3"
"964",635,795,2,"r3"
"965",645,795,2,"r3"
"966",655,795,10,"r3"
"967",665,795,6,"r3"
"968",675,795,5,"r3"
"969",685,795,6,"r3"
"970",695,795,5,"r3"
"971",705,795,10,"r3"
"972",715,795,10,"r3"
"973",725,795,8,"r3"
"974",735,795,2,"r3"
"975",745,795,2,"r3"
"976",755,795,9,"r3"
"977",765,795,3,"r3"
"978",775,795,6,"r3"
"979",785,795,4,"r3"
"980",795,795,9,"r3"
"981",805,795,10,"r3"
"982",815,795,1,"r3"
"983",825,795,8,"r3"
"984",835,795,4,"r3"
"985",845,795,1,"r3"
"986",855,795,1,"r3"
"987",865,795,4,"r3"
"988",875,795,1,"r3"
"989",885,795,4,"r3"
"990",895,795,4,"r3"
"991",5,785,10,"r3"
"992",15,785,4,"r3"
"993",25,785,5,"r3"
"994",35,785,4,"r3"
"995",45,785,5,"r3"
"996",55,785,2,"r3"
"997",65,785,1,"r3"
"998",75,785,7,"r3"
